[[0,1,2,3,4,5,6,13,19,12,18,11,17,10,16,9,15,8,14,21,28,22,29,23,30,24,31,25,32,26,33,40,39,38,37,36,35,41,34,27,20,7,0],
[0,1,2,3,4,5,6,13,19,12,18,11,17,10,16,9,15,8,14,21,34,41,40,39,38,37,36,35,28,22,29,23,30,24,31,25,32,26,33,27,20,7,0],
[0,1,2,3,4,5,6,13,20,27,33,40,39,38,37,36,35,41,34,21,28,22,29,23,30,24,31,25,32,26,19,12,18,11,17,10,16,9,15,8,14,7,0],
[0,1,2,3,4,5,6,13,20,27,34,21,28,22,29,23,30,24,31,25,32,39,38,37,36,35,41,40,33,26,19,12,18,11,17,10,16,9,15,8,14,7,0],
[0,1,2,3,4,5,12,18,11,17,10,16,9,15,8,14,7,20,27,33,40,39,38,37,36,35,41,34,21,28,22,29,23,30,24,31,25,32,26,19,13,6,0],
[0,1,2,3,4,5,12,18,11,17,10,16,9,15,8,14,7,20,27,34,21,28,22,29,23,30,24,31,25,32,39,38,37,36,35,41,40,33,26,19,13,6,0],
[0,1,2,3,4,5,12,19,26,32,39,38,37,36,35,41,40,33,27,34,21,28,22,29,23,30,24,31,25,18,11,17,10,16,9,15,8,14,7,20,13,6,0],
[0,1,2,3,4,5,12,19,26,33,27,34,21,28,22,29,23,30,24,31,38,37,36,35,41,40,39,32,25,18,11,17,10,16,9,15,8,14,7,20,13,6,0],
[0,1,2,3,4,11,17,10,16,9,15,8,14,7,20,13,19,26,32,39,38,37,36,35,41,40,33,27,34,21,28,22,29,23,30,24,31,25,18,12,5,6,0],
[0,1,2,3,4,11,17,10,16,9,15,8,14,7,20,13,19,26,33,27,34,21,28,22,29,23,30,24,31,38,37,36,35,41,40,39,32,25,18,12,5,6,0],
[0,1,2,3,4,11,18,25,31,38,37,36,35,41,40,39,32,26,33,27,34,21,28,22,29,23,30,24,17,10,16,9,15,8,14,7,20,13,19,12,5,6,0],
[0,1,2,3,4,11,18,25,32,26,33,27,34,21,28,22,29,23,30,37,36,35,41,40,39,38,31,24,17,10,16,9,15,8,14,7,20,13,19,12,5,6,0],
[0,1,2,3,10,16,9,15,8,14,7,20,13,19,12,18,25,31,38,37,36,35,41,40,39,32,26,33,27,34,21,28,22,29,23,30,24,17,11,4,5,6,0],
[0,1,2,3,10,16,9,15,8,14,7,20,13,19,12,18,25,32,26,33,27,34,21,28,22,29,23,30,37,36,35,41,40,39,38,31,24,17,11,4,5,6,0],
[0,1,2,3,10,17,24,30,37,36,35,41,40,39,38,31,25,32,26,33,27,34,21,28,22,29,23,16,9,15,8,14,7,20,13,19,12,18,11,4,5,6,0],
[0,1,2,3,10,17,24,31,25,32,26,33,27,34,21,28,22,29,36,35,41,40,39,38,37,30,23,16,9,15,8,14,7,20,13,19,12,18,11,4,5,6,0],
[0,1,2,9,15,8,14,7,20,13,19,12,18,11,17,24,30,37,36,35,41,40,39,38,31,25,32,26,33,27,34,21,28,22,29,23,16,10,3,4,5,6,0],
[0,1,2,9,15,8,14,7,20,13,19,12,18,11,17,24,31,25,32,26,33,27,34,21,28,22,29,36,35,41,40,39,38,37,30,23,16,10,3,4,5,6,0],
[0,1,2,9,16,10,3,4,11,17,24,31,25,18,12,5,6,13,19,26,32,39,38,37,30,23,29,36,35,28,22,15,8,14,21,34,41,40,33,27,20,7,0],
[0,1,2,9,16,10,3,4,11,17,24,31,38,37,30,23,29,36,35,28,22,15,8,14,21,34,41,40,39,32,25,18,12,5,6,13,19,26,33,27,20,7,0],
[0,1,2,9,16,23,29,36,35,28,22,15,8,14,21,34,41,40,39,32,25,31,38,37,30,24,17,10,3,4,11,18,12,5,6,13,19,26,33,27,20,7,0],
[0,1,2,9,16,23,29,36,35,41,40,39,38,37,30,24,31,25,32,26,33,27,34,21,28,22,15,8,14,7,20,13,19,12,18,11,17,10,3,4,5,6,0],
[0,1,2,9,16,23,30,24,17,10,3,4,11,18,12,5,6,13,19,26,33,40,39,32,25,31,38,37,36,29,22,15,8,14,21,28,35,41,34,27,20,7,0],
[0,1,2,9,16,23,30,24,17,10,3,4,11,18,25,31,38,37,36,29,22,15,8,14,21,28,35,41,34,27,33,40,39,32,26,19,12,5,6,13,20,7,0],
[0,1,2,9,16,23,30,24,31,25,32,26,33,27,34,21,28,35,41,40,39,38,37,36,29,22,15,8,14,7,20,13,19,12,18,11,17,10,3,4,5,6,0],
[0,1,2,9,16,23,30,37,36,29,22,15,8,14,21,28,35,41,34,27,33,40,39,38,31,24,17,10,3,4,11,18,25,32,26,19,12,5,6,13,20,7,0],
[0,1,8,14,7,20,13,19,12,18,11,17,10,16,23,29,36,35,41,40,39,38,37,30,24,31,25,32,26,33,27,34,21,28,22,15,9,2,3,4,5,6,0],
[0,1,8,14,7,20,13,19,12,18,11,17,10,16,23,30,24,31,25,32,26,33,27,34,21,28,35,41,40,39,38,37,36,29,22,15,9,2,3,4,5,6,0],
[0,1,8,14,21,28,22,15,9,2,3,4,11,18,12,5,6,13,19,26,33,40,39,32,25,31,38,37,30,24,17,10,16,23,29,36,35,41,34,27,20,7,0],
[0,1,8,14,21,28,22,15,9,2,3,4,11,18,25,31,38,37,30,24,17,10,16,23,29,36,35,41,34,27,33,40,39,32,26,19,12,5,6,13,20,7,0],
[0,1,8,14,21,28,22,15,9,2,3,10,16,23,29,36,35,41,34,27,33,40,39,32,26,19,12,18,25,31,38,37,30,24,17,11,4,5,6,13,20,7,0],
